src	trg	src_ctx
Tom and jessie can't live in the attic.	Tom y jessie no pueden vivir en el ático.	That's mother's space. - ben. your mother is not coming back from palm beach. - she moved in with her plastic surgeon, remember?
Milan, your assistant, seems to have had a small obsession.	Su adjunto, milan; parece que tenía una manía.	He kept files on everybody. - this one seemed very interesting. - poor colonel milan.
Well, dr. emerson asked [pr] to stop by, you know.	Pues, el dr. emerson le pidió que viniera.	Well, then i will see her. - if i refuse he'll dissolve her in water and inject her into me. - excuse me.
Hey, peyton. how you doing, buddy? good to...	Hola, peyton. ¿cómo estás, amigo?	Why does he run to the other room every single time? - because he knows you, you know. - children sense things.
First [pr] whacked chuckie sol then buzz.	Primero se carga a chuckie sol luego a buzz.	Now he's after me. - i've been reading lately how old guano-man is wound tight enough to snap. - wouldn't it be great if i'd finally driven him off the deep end?
But [pr] shot keith, just like [pr] shot peyton.	Pero le disparó a keith, al igual que a peyton.	You should be thankful that you still have her here. - don't ever take her for granted. - thank you all for coming.
I went to see a doctor in harley street, and i... it was suspicious of [pr] to begin with 'cause [pr] said uh...	Fui a ver a un médico en harley street, y... debí sospechar de él desde el principio, porque me dijo...	"very good if you'd just like to sit, pull all your clothes off?" - so i... i took them all off, and then he interviewed me. i sat... - i sat naked as a baby in front of him like this in a... in a very expensive big consultation room while he wrote down things about me, kept looking at me and writing all the things down.
In emery v. the rock island boatworks, a husband sued for loss of sexual contact after [pr] wife fell through a manhole.	En emery contra "the rock island boatworks", un marido demandó por pérdida de contacto sexual cuando su mujer se cayó a través de una boca de inspección.	Wells v. jcpenney... a man sued after his wife was attacked following an argument over crystal-bear figurines at an after-christmas sale, and they were subsequently unable to have marital relations. - your honor, we contend that the cruise from hell ended our client's sex life. - as of last week, her husband filed for separation.
Riley thinks he's found the address for home.	Riley piensa que ha encontrado la dirección para volver a casa.	His understanding of ancient is marginal at best. with respect, doctor, - i know enough to recognize a reference to earth. - he says the address wasn't that hard to find, rush.
Sarah confessed to killing riley but never admitted [pr] role on the deaths of the girls.	Sarah confesó haber matado a riley, pero nunca admitió haber matado a las chicas.	Ya, but she never denied it either. - well according to jacob, sarah jean was fully complicit in the targeting abduction, and murder of all 12 and well, now 13 victims. - prison records show that jacob is a sexual psychopath.
The thing is he's led such a different life from kris.	Lo que pasa es que ha llevado una vida muy diferente a la de kris.	And on top of that, when he told us about this letter he received, this threat... - well, we're concerned that kris... - you're concerned that she may be in danger.
Stevie burnt [pr] studio down.	Stevie quemó su estudio.	All of them have a motive. - but none of them had the opportunity. - at 12 o'clock, stevie was having his daily swim.
You won't need to talk to parris now, will you?	No necesita hablar con parris ahora, ¿no?	Looks like you jumped to the wrong conclusion, drake. - all i wanted to see parris for was to tell him about this letter that dr. tower wrote. - he left his property, everything he owned to parris.
-  [pr] won't be seeing riley anymore.	- ya no va a ver a riley.	- i don't like the way he responds to you. - you got what you wanted. - it's just you.
"riley richmond fought gang violence "on the rough streets of boston's "roxbury neighborhood.	Riley richmond lucho con la violencia en las duras calles de boston en el vecindario roxbury	"her dreams to teach brought her to l.a., "where anton v discovered her on a playground and changed her life forever." - ella... - riley's from beacon hill.
Hey, chuck, i really am sorry for not believing you and blair earlier.	Oye, chuck, te pido perdón por no haberles creído a ti y a blair.	You never did tell me how you found out he was iying about meeting me. - i'll explain when i get there. - no, thank you.
You're rather disillusioning, mrs. sutton... for the wife of so brilliant a man as dr. sutton.	Parece desilusionada, sra. sutton, para ser la mujer de un hombre tan brillante.	First of all, for your stupidity in assuming... that you can get rid of a blackmailer by giving him money. secondly, and worse, by identifying me as a nasty crook. - here's your check, mrs. sutton. - you've disturbed my vanity rather deeply.
Hey, you know any little girls who wanna see some capades? stevie, i need to talk to you about something.	Stevie, debo hablarte sobre algo.	Did you ask my co-worker out? - well, you told me she was giving you some trouble... yo! so i went down to talk some sense into her. - next thing i know, we're debating nuts versus sprinkles.
Did they get the pontiac out of robbie?	¿pudieron sacarle el auto a robbie?	They sure did, tori. - yay. -  yes a captain is she
Landry launders all the money with [pr] biscuit empire.	Landry lavaba todo el dinero con su imperio de panes.	And jackson lives like a king working two weekends a month without getting his hands dirty. - until he fell in love with the boss's girl. - uh, hey, where are you going?
Were there any students who might have had a problem with mr. sutton?	- ¿había algún estudiante que podía tener problemas con el sr. sutton?	What, you th... you think this wasn't an accident? - any kid with a grudge? - somebody he might have flunked?
So, as it stands right now, we have no forensic evidence that links [pr] to mark riley's murder.	Así que según están las cosas ahora, no tenemos evidencia forense que le conecte con el asesinato de mark riley.	We need a confession. - that's not likely. - he just lawyered up.
But no one seems to buy that sutton would give up the chance to be queen.	Pero nadie parece creerse que sutton renunciaría a la oportunidad de ser reina.	Because she wouldn't. - so you're saying i should run? - personally, i never understood why she was so into it in the first place.
Take a look at this picture. police say the suspect's name is owen reilly.	La policía afirma que el sospechoso se llama owen reilly.	He is 20 years old, and just nine months ago... - first i just wanted to say how sorry i am. - this was a loss for all of us but most deeply for you, and we know that.
