src	trg	src_ctx
What? Brooke told me that you kissed Peyton, again.	Brooke m'a dit que tu avais à nouveau embrassé Peyton.	Luke, that's the dumbest thing you've done since the first time you kissed her. - What the hell were you thinking? - I was thinking that she was dying. She's lying in my arm, blood is pouring out of her leg and she kissed me.	 
The guy that Jessie's accused of murdering last night?	Le même homme que Jessie est accusée d'avoir tué ?	Right. - That's why Ms. James wants to see your case. - She wants background on Jessie.	 
Look at you two, hanging out, taking little trips to New Salem.	Vous passez du temps ensemble, vous allez faire un tour à New Salem.	Excuse me for helping her try and save you from getting busted. - Fang-up job, there. - Daddy!	 
Look under your boot, Buzz. You too, Jessie. Whose name is written there?	Regardez sous votre chaussure Buzz et Jessie, Quel est le nom écrit la?	Maybe Andy doesn't care about us anymore. - Of course he does. - He cares about all of you. - He was putting you in the attic. I saw ... You can't just turn your back on him now!	 
Please tell me you know where Blair is.	S'il te plaît dis-moi que tu sais où est Blair.	I, uh, I believe she went to the powder room to freshen up. - Okay, I-I won't keep her long. - I know you guys have to leave soon.	 
Look, around Christmas, Riley was worried that you weren't taking the relationship seriously because of [pr] handicap.	Écoute, à Noël, Riley était inquiet que tu ne prennes pas votre relation au sérieux à cause de son handicap.	And I basically told him that was true when I said I didn't know how I felt. - Oh, my God. - Please pick up.	 
But it turns out it wasn't Salem that I hated...	Mais il s'avère que ce n'était pas Salem que je détestais...	Rather, the people who run it. - He said it was a damn sight easier to break things than to fix them. - And you intend to fix things.	 
No minister before Parris ever demanded the deed to the house we lend him.	Aucun pasteur avant M. Parris, n'a exigé posséder sa maison.	The meetinghouse had pewter candlesticks upon the pulpit. - when Mr. Paris came, he preached nothing but golden ones until he had them. - when I look to heaven and see my money glaring at his elbows, it hurt my prayer, sir.	 
Miss Blair confident of [pr] power makes small demands for money. These increase as time goes on.	Mlle Blair, consciente de son pouvoir, réclame de petites sommes d'argent qui augmentent avec le temps.	Everything that he owns dear to him is in jeopardy. - His life and family hang on the whim of an unstable woman. - He is driven to desperation. With the responsibility of a wife and child to protect,	 
- Yeah. - I'm looking for Lloyd Campbell.	- Eh bien, je cherche Lloyd Campbell.	- Yeah? - The million-dollar winner. - - Yeah? - I'm his wife.	 
[pr] only confessed to the murder of [pr] son Riley.	Elle n'a avoué que le meurtre de son fils Riley.	Well, she hasn't cooperated with any request to interview her. - Well, if she doesn't talk now, she's going to take that story with her to old sparky. - For the next 36 hours, a guard will remain outside your cell.	 
I mean, what if something happens to Peyton?	Et s'il arrivait quelque chose à Peyton ?	God, I don't know how we got this far. - Well, you got this far because it's what she wanted. - It's like when Karen let you play basketball with your HCM.	 
Reilly was threatening to make Jenny hate Tommy the way Reilly hated Tommy's father.	Reilly voulait que Jenny haïsse Tommy autant qu'il détestait le père de Tommy.	And Tommy would never admit it to anyone but he knew Reilly could do it. - So this, uh, "boyfriend" thing ends now! - They said this wall was damaged.	 
Once every week or two you go in and see Viviane crying, screaming, and Elisha doesn't raise [pr] voice, right?	Une fois tous les 15 jours, vous y allez et vous trouvez Viviane qui pleure, qui crie et lui, Elisha, n'élève pas la voix, n'est-ce pas?	He doesn't raise his voice. - Why do you think she cries? - I don't know.	 
Emerson Cod hated dropping the bomb on Vivian Charles ' heart but a shock-and-awe campaign was the only way to stop [pr] search for Dwight.	Merci... de votre temps. Emerson Cod détesta bombarder le coeur de Vivian Charles, mais une blitzkrieg était le seul moyen de lui faire arrêter sa recherche.	... becauseI justsavedyourasses a whole pile of grief. -Why? What happened? - She tried to hire me to find her missing paramour, Dwight Dixon. - -What did you tell her? -I said, "No need to pay me.	 
I can't believe Blair went through with [pr] marriage to Louis.	Je ne peux pas croire que Blair s'est finalement mariée avec Louis.	I really thought she was gonna end up with Chuck. - Yeah, between us, I think she may have wanted to. - Let's just say while love is a very complicated thing, so are prenups.	 
Well, have you ever heard Linda's boyfriend talking about a girl named Kerry?	Alors, avez-vous jamais entendu le petit ami de Linda parlé d'une fille s'appelant Kerry ? Pas que je me souvienne.	Not that I can remember. I know Gordon's a thug, but I didn't think he was into little kids. - Why do you call him a thug? - Because all Linda's boyfriends are.	 
Lord Stark was returning drunk from a brothel when [pr] men attacked Jaime.	Lord Stark est revenu ivre d'un bordel quand ses hommes ont attaqué Jaime.	- Quiet, woman. - - Jaime has fled the city. - Give me leave to bring him back to justice.	 
All right, but if Riley's in danger, we need to put all that aside and help [pr] out.	Très bien, mais si Riley est en danger, on doit mettre tout ça de côté et l'aider.	I'll keep my eye on her, but she doesn't tell me squat. - If she's gonna talk to anyone, it's gonna be you. - Yeah. How do I get her to talk to me?	 
There was a letter talking about children, and Lennie was very touched by it.	Elle lui avait aussi envoyé une lettre à propos de son fils et ça a beaucoup touché Lennie.	He got the record and started rehearsing "Dois pra lá! - Gaya learned it too, so they shared it. - And it was a big hit.	 
My ancestors were these really cool Salem witch chicks or something.	Mes ancêtres étaient de cool sorcières de Salem.	Grams tried to explain it all, But she was looped on the liquor - So I kinda tuned out. crazy family, yes. - Witches?	 
Jaime has researched Manoel's biography at length only to become more confused.  [pr] can't decide whether what [pr] found falls under the 90 per cent that's invented or the 10 per cent of lies.	Jaime a fait beaucoup de recherches sur la biographie de Manoel mais il en est sorti désorienté sans savoir si tout ce qu'il avait appris appartenait au 90 pour cent d'invention ou au 10 pour cent de mensonges.	Manoel couldn't be more mischievous with chronology, timelines and facts, as well. - In his invented memories he says he dates and has wed dozens of women and that he's died - Anyway, he's an inventive poet who creates sentences no other person would allow him or herself to write.	 
Nature never made a sweeter woman than Miss Arden.	La nature n'a pas conçu femme plus douce que Mlle Arden.	A lady. A lady at birth. - A lady now. - She comes from one of the finest families... of New Guinea.	 
The man was supposed to have an address on the island where they were keeping Robbie.	L'homme devait avoir l'adresse de l'endroit de l'île où ils gardaient Robbie.	Nigel had the cash, but the man didn't have the address, he... he just tried to take the bag. - Nigel said they... they fought, and - - he... he said he stabbed him with a...	 
Even if Krishna were to meet A lovelorn nymph in the grove	Même si Krishna rencontrait un jour Une nymphe en mal d'amour	It's only Radha's love That blooms in his heart - Then why is Radha jealous? - With no rhyme or reason	 
Well, I was asking Mr Carlin to review last month's deposits.	-Je demandais à M. Carlin de regarder les dépôts du mois passé.	They wouldn't balance for me. - Thank you, Miss Rose. But I'm more interested in your recollections of the moments you were closest to the Bandit when he kissed you and so forth. - Oh, of course!	 
I don't know if Lavon even cares how I feel.	Je ne sais pas si Lavon se soucie de ce que je ressens.	But you should be in the race. - Go tell him before it's too late. - Don't put your heart in the hands of a chicken.	 
I think Rebecca is the key to this, and we just need to get Sutton out of the way.	Je pense que Rebecca est la clé et nous avons juste besoin de mettre Sutton à l'écart.	She does have an Achilles' heel. - And what would that be? - Well, it's a "who," actually.	 
Mr. Horace say for you to be taking the evening train for Mobile... and be toting back with you Judge Sol Fowler, [pr] attorney at law...	Je veux que tu voies M. Manders et que tu lui dises-- M. Horace dit de prendre le train du soir pour Mobile... et de ramener son avocat, le juge Sol Fowler--	- Is this message for you? - Go on. - - Now I got to be starting all over. - Mr. Horace say for you to be taking the evening train for Mobile... and be toting back with you Judge Sol Fowler, his attorney at law... and then you got to fetch him to our house tomorrow.	 
