src	trg	src_ctx
Couple of weeks ago, I was sitting at Trader Vic's, I was enjoying a Mai Tai when my pal Warren Beatty comes in.  [pr] wishes me well, we had a little chat.	Vor ein paar Wochen sitze ich im Trader Vic's und genieße einen Mai Tai, da kommt mein Kumpel Warren Beatty rein, wünscht mir alles Gute und wir kommen ins Plaudern.	Seems he was attached to star in Zulu Empire which was gonna anchor that MGM slate. - But Warren confided in me that the picture's gone over budget because the Zulu extras wanna unionize. - They may be cannibals, but they want health and dental so the movie's kaput.	 
Larkin's one of the best we got.	Larkin ist einer von unseren besten Leuten.	Yeah, well, I'd still like to crush his larynx with my boot. - Scan him. - - What's this shit?	 
Merlyn was your biological father, but Dad raised you.	Merlyn war dein biologischer Vater, aber Dad hat dich aufgezogen.	Only because he didn't know I wasn't his. - Hey, hey, he... He loved you. - - So do I. And I'm still your brother.	 
Was there a time that you saw Jackie's husband hurt her?	Gab es einen Zeitpunkt, an dem Sie gesehen haben, dass Jackies Ehemann ihr wehgetan hat?	Yes. - And did she ever hurt you? - She was always nice, like a mother.	 
Have you ever had any homosexual experiences, Mr Blair?	Haben Sie homosexuelle Erfahrungen irgendeiner Art?	Just the usual adolescent hand-held job. Same as yourself, I suppose? - - Has this man been fluttered? - What's that? Lie detector. - No, Colonel, he hasn't.	 
When I asked you whether Krishna possessed the powers Rohit had.. you said [pr] didn't.	Als ich fragte, ob Rohits Sohn die Kräfte seines Vaters geerbt hätte, sagten Sie nein.	But I was told.. that the son was better than his father - That he possesses all of Rohit's powers. - So tell me, Father..	 
Hello, I'm looking for a man named Harry Finley.	Guten Tag. Ich suche einen Mann namens Harry Finley.	He was a scientist. - His wife's name was Blanche. - He was from Chicago.	 
Jonathan, when I saw Lady Pole at Harley Street I promised [pr] that I should tell you something.	Jonathan, ich habe Lady Pole versprochen, dir etwas zu sagen.	What is it? - She told me that a man from Halifax bought a new rug and he fell asleep beside the fire and when he awoke he saw lots of little people running about upon it. - Lady Pole is not in her wits.	 
Now, this man Riley-- [pr] wants you to rebuild your father's empire?	Hier sind Sie sicher. Also dieser Mann, Riley... wollte, dass Sie das Imperium Ihres Vaters wieder aufbauen?	Yes. But I told him I don't want to have anything to do with my father. - Did he happen to say what his plan for rebuilding Volkoff was? I think this may have something to do with it. - We need to talk to Beckman.	 
An affair that would get [pr] killed.	Eine Affäre, die sie töten würde.	Look, I know this must hurt. - But if you can't dissuade Mary from this course, then you owe it to her to do what you can to protect her. - As a king, you can squash rumors, and if that fails, you can shield them from the severest punishment.	 
An inside man selling secrets to Elias.	Ein Insider, der Geheimnisse an Elias verkäuft.	Fish him out. We got more important business. - Come help me out. - I'll go get the key.	 
I'm just waiting for our Robbie.	Ich warte nur auf unseren Robbie.	He likes to say hello to his father sometimes after school. - It's good of you to make a special journey. - He comes with me when I'm on the way to the shop or the post office and takes a chance to visit the grave then.	 
"Gravitation: An Introduction To Current Research."	- "Gravitation und Einführung in den aktuellen Forschungsstand"	That's not gonna apply. - So, is his brother like a scientist, or something? - He's just a really trippy guy.	 
An inspired plan, good Marshal.	Ein anregender Plan, mein guter Marshal.	Send troops for the bodies. - If we bring him back, Constable, Brattle will be seen as a slain hero who stood up to an army of Scots. - They will immortalize him.	 
An anonymous warning that Schmidlapp's in danger, to lure me into a trap.	Eine anonyme Warnung... dass Schmidlapp in Gefahr sei. Ich sollte in die Falle tappen.	An attempt on his life. - While they were luring you to a watery grave the yacht was being hijacked? - - Precisely!	 
Blair, are you sure Chuck would want you involved in [pr] war?	Blair, bist du sicher, dass Chuck wollen würde, dass du in seinen Krieg verwickelt bist?	It's not his choice. - Now I want you all to get Bart talking. - And record him on your phones.	 
An explosion of Dark Hado.	Ein Ausbruch von dunklem Hado.	That of Goki. - Are you sure? - He hasn't been heard from for over two years.	 
Malcolm Merlyn didn't tell us anything we don't already know. Nothing has changed.	Malcolm Merlyn hat uns nichts gesagt, was wir nicht schon wissen.	You're right, Felicity. - He didn't tell us anything new. - But he may have been right all the same.	 
If it's marabunta in the Rio Negro, she'll be glad to go.	Wenn es am Rio Negro marabunta gibt, wird sie gerne gehen.	Perhaps it is best for her to leave. - I don't think I'm mistaken about what is happening. - - You sound frightened.	 
Um.... But, general, Casey has given [pr] entire life to this country.	Aber, äh...äh, General, Casey hat sein ganzes Leben diesem Land gewidmet.	I mean, surely you can't just make him start over. - He's done it once before. - He shouldn't have a problem doing it again.	 
I'm taking the plane to Milan to get it fixed.	Ich lasse das Flugzeug in Mailand reparieren.	If that American comes in tell him I'll be seeing him again! - Hey! - I'm not a messenger!	 
An Apache weeps.. There are tears in [pr] eyes..	Ein Apachi weint, Seine Augen sind nass.	-He was a lonesome.. - -Aziz Bey! What do you want? - Sheriff Lloyd challenges you to a duel on the square.	 
Mr. Campbell would like to see you.	Mr. Campbell möchte Sie sehen.	Send him in. - Thank you, sweetheart. - So that Duck fellow, I heard he fell apart in London.	 
Who are you, John Casey?	Wer bist du, John Casey?	And what's he doing sneaking around the Buy More hours before his shift starts? - Maybe he's here to meet somebody. - Those two.	 
I rented it to Artie.	Ich habe es Artie vermietet.	Artie? - You get it back right now. - He drove it up to San Francisco.	 
You want your music, Stevie?	Willst du deine Musik hören, Stevie?	You want us to put on your music? - Sometimes it helps him to listen to music. - He thinks this is really cool!	 
You shouldn't be caught between Blair and me.	Du solltest nicht zwischen Blair und mir gefangen sein.	It's not fair to you on your big night. - - She can be your mentor. - - How selfless.	 
And Casey will be on the opposite rooftop with a sniper rifle.	Und Casey wird auf dem gegenüberliegenden Dach mit einem Scharfschützengewehr sein.	You know how he likes to shoot things from far away. - I do, yeah. - You can do this, Morgan, you can totally be a bad guy.	 
Yes, you in the camouflage jacket and Mariah Carey hairdo.	Ja, du in der Tarnjacke, mit der Mariah-Carey-Frisur.	Yeah, just pop a squat, thank you. - You're lucky your dad's here, but he won't be here all day. - Leave me alone.	 
Uh, it was dumb, what I said about Roman and Emery.	Es war dumm, was ich über Roman und Emery gesagt habe.	Some habits are hard to break, you know? - I-I was talking to a friend of mine today, and the way he was going on about the Atrians, his paranoia... he-he was obsessed. - It made me realize... I used to be that guy.	 
..Krishna was answering all questions right..	Krishna hat alles richtig beantwortet.	That's exactly why I brought him away. - But why? - You ought to be proud that your grandson is so brilliant.	 
Oh, Artie, he's having another vision...	Oh, Artie, er hat wieder eine Vision...	Which means he's gonna have another seizure, so we should be ready. - Nick says that he feels as if he's being transported to another space, right? - If there's an artifact and if a quant is somehow using it, we have to get Nick to give us more details about where he is,	 
- An unlikely possibility, captain, since over 98 percent of the known telepathic species send thoughts as well as receive them.	- Das ist unwahrscheinlich. 98% der telepathischen Spezies übertragen und empfangen Gedanken.	She's made no attempt to contact our minds. - Well, we can't keep referring to her as "she," as if she weren't here. - Do you have any ideas?	 
An ex-con picked [pr] up, mistook [pr] for a fugitive, and shipped [pr] to Istanbul.	Ein Exhäftling nahm ihn mit. Er hielt ihn für einen Ausbrecher und steckte ihn in einen Container mit Ziel Istanbul.	He met some Afghan raiders, who took him to steal some Russian warheads. - But their truck hit a mine at the border with Tajikistan. - He survived, took to the hills, and became a Mujaheddin.	 
But first, we gotta get our hands on Jackie Boy's head before it gets to wherever it's going and this whole situation blows wide open.	Aber erst müssen wir Jackie Boys' Kopf kriegen, bevor er irgendwo hinkommt und die Situation eskaliert.	Miho, I hope to hell you left one of 'em alive enough to talk. - I let him know I'm not fooling around. - We talk.	 
I left mine with a Spanish pirate off the coast of Trinidad.	Meines nahm mir ein spanischer Pirat vor der Küste von Trinidad.	A bullfighter did the trick for me. - He was so drunk he nearly cut off the wrong leg. - Hey!	 
I'd heard you'd been admonished not to interfere any further with Salem's affairs.	Ich hörte, Ihr wurdet verwarnt, Euch nicht mehr in Salems Angelegenheiten einzumischen.	Salem's affairs are every man's affairs. - But in fact, I come as a family friend to offer solace and spiritual advice to Anne Hale. - Well, truly, sir, if you had any concern for her well-being, surely the kindest thing you could do would be to stay miles away from her.	 
{\It was }An escape route for the old Sheriff.	Er war ein Fluchtweg für den alten Sheriff.	But what's far more interesting... is this. - It was supervised by one Sir Guy of Gisborne. - He and Hood are together now, and with all that stuff locked up in your courtyard, just waiting to be stolen, how long do you think it'll take before they come in the same way I did?	 
[pr] was having an online relationship with an Owen Campbell.	Sie hatte eine Online-Beziehung mit einem Owen Campbell.	Mm-hmm. - Started about five months ago. She must've deleted the messages so her father wouldn't find them. - The last message Owen sent her was the day before she went missing.	 
