src_ctx	src	trg
Park graduated from Seoul National University with a Bachelor of Arts in Economics and a Master of Arts in political science. Park Neung-hoo (Korean: 박능후; Hanja: 朴淩厚; born 24 June 1956) is a South Korean social welfare scholar currently serving as the Minister of Health and Welfare since his appointment by President Moon Jae-in in July 2017.	In 1998, [pr] earned a PhD in social welfare from the University of California, Berkeley.	1998 promovierte er in Sozialwesen an der University of California, Berkeley.
Her mother Zeynep was an assembly-line worker at Pierburg plant. During her preschool time in the kindergarten, she learned the German language, and met a German couple, who served as a guide in the German world and her hometown's society.	Dilek was raised by [pr] mother, who had learnt reading and writing by [pr] because [pr] was not allowed to go to school in [pr] childhood in Turkey.	Dilek wurde von ihrer Mutter aufgezogen, die sich das Lesen und Schreiben selbst beigebracht hatte, da sie in ihrer Kindheit in der Türkei nicht in die Schule gehen durfte.
His Black paternal grandfather had been formerly enslaved. From 1934 to 1936, he lived in Alcobaça, where he went to study French and "good manners".	By the time Santos was eight, [pr] was through with [pr] elementary education.	Mit acht Jahren schloss Santos seine Grundschulausbildung ab.
He was first elected to the Legislative Assembly of Tonga as representative for Vavaʻu 14 in the 2014 Tongan general election and was appointed Minister of Health in the cabinet of ʻAkilisi Pōhiva. In January 2019 a minor reshuffle saw him swap his Public Enterprises portfolio for Internal Affairs.	[pr] was re-elected in the 2017 election and reappointed as Minister of Health and Public Enterprises.	Er wurde bei der Wahl 2017 wiedergewählt und wieder zum Minister für Gesundheit und öffentliche Unternehmen ernannt.
The band was composed of the winners of the first season of Indian version of the international television talent show Popstars, named Coke Popstars, after its principal sponsors, Coca-Cola and music channel Channel. However, Ramchandani left the group soon after the launch of their first album, VIVA! in 2002, to join the Art of Living Foundation. 	The five original members were Seema Ramchandani, Pratichee Mohapatra, Neha Bhasin, Mahua Kamat, and Anushka Manchanda.	Die fünf ursprünglichen Mitglieder waren Seema Ramchandani, Pratichee Mohapatra, Neha Bhasin, Mahua Kamat und Anushka Manchanda.
In 1971, Douglas became a foundation lecturer in the Department of the Library Studies of the University of the West Indies (UWI) at Mona. Douglas was elevated to professor of library studies in 1984, becoming the first Jamaican woman to hold a full professorship at UWI (and the third woman overall).	[pr] subsequently undertook further studies in the United States on an OAS fellowship, graduating with a Master of Library Science degree from the University of Pittsburgh in 1974.	Mit einem OAS-Stipendium studierte sie außerdem weiter in den Vereinigten Staaten und machte 1974 ihren Master-Abschluss in Bibliothekswissenschaften an der University of Pittsburgh.
Ayşe Tekdal (born 28 October 1999) is a Turkish female race walker specialising in the 5000 m, 10,000 m and 20 km events. She competes for Kayapınar Belediyespor in her hometown.	[pr] is a native of Diyarbakır, southeastern Turkey.	Sie stammt gebürtig aus Diyarbakır, Südosttürkei.
He gained a library diploma from the New Zealand Library School. He was appointed as deputy librarian (1950–52) and then chief librarian (1953–1965) at the University of Tasmania.	[pr] was Acquisitions Librarian at the University of Otago Library in 1949 to 1950.	Von 1949 bis 1950 war er Bibliothekar für Akzession an der Bibliothek der University of Otago.
Mäkäräinen was originally a cross-country skier and focused on this until the age of twenty. In 2004, she made the Finnish National Team.	[pr] started training for the biathlon in 2003.	Mit dem Biathlontraining begann sie 2003.
She heads the Edhi Foundation, and with her husband received the 1986 Ramon Magsaysay Award for Public Service. Her charity runs many services in Pakistan including a hospital and emergency service in Karachi.	In 2015, [pr] received the Mother Teresa Memorial International Award for Social Justice.	2015 erhielt sie den Mother Teresa Memorial International Award für Soziale Gerechtigkeit.
In 2010, the organisation collected and distributed aid for victims of forest fires and in 2012, for those who lost their homes after floods in the Krasnodar region of Krymsk. She was honoured three times with state awards for her work.	Elizaveta Petrovna Glinka (Russian: Елизаве́та Петро́вна Гли́нка, also known as Dr. Liza (Russian: До́ктор Ли́за); 20 February 1962 – 25 December 2016) was a Russian humanitarian worker and charity activist.	Elizaveta Petrovna Glinka (Russisch: Елизаве́та Петро́вна Гли́нка, auch bekannt als Dr. Liza (Russisch: До́ктор Ли́за); 20. Februar 1962–25. Dezember 2016) war eine russische humanitäre Helferin und Wohlfahrtsaktivistin.
There, he was condisciple of José Zorrilla de San Martín. Due to his short age and good luck, Francisco Solano López authorized him to continue his education in Argentina.	In the holydays of 1864, [pr] spent some time in Asunción.	In den Ferien 1864 verbrachte er einige Zeit in Asunción.
Mwanakatwe is a business executive and banker, with a professional career spanning over twenty years. She was born in Northern Rhodesia on 1 November 1961.	[pr] has been a banking chief executive in [pr] native Zambia, Ghana, and Uganda and a senior executive at the United Bank for Africa (UBA) in Nigeria.	Sie war Chief Executive für das Bankwesen in ihrem Heimatland Sambia, Ghana und Uganda sowie leitende Angestellte bei der United Bank for Africa (UBA) in Nigeria.
Professor Benad Goldwasser, M.D., MBA (Hebrew: בּנְעָד גוֹלְדוָוסֵר; born 1 November 1950) is a urologic surgeon, inventor, entrepreneur and venture capital investor. Goldwasser was born in Israel.	During [pr] business career [pr] served as CEO and Active Chairman in a number of healthcare related companies.	In seiner beruflichen Karriere war er als CEO und aktiver Vorstand in zahlreichen dem Gesundheitswesen zugehörigen Unternehmen tätig.
He became known for his pioneering works in several branches of geography, notably urban development in developing countries. Santos was a recipient of the Vautrin Lud Prize, often seen as geography's equivalent of the Nobel Prize, and a posthumous recipient of the Prêmio Anísio Teixeira, awarded every five years by the Brazilian agency for the improvement of higher education personnel to distinguished contributors to research and development in Brazil.	[pr] is considered the father of critical geography in Brazil.	Er gilt als der Vater der Kritischen Geografie in Brasilien.
She writes her own songs, creates choreography for her performances and traveling around the world to represent Ukrainian culture. Marta Shpak was born in Pereginske of the InIvano-Francivsk region in Boykivshchyna, Ukraine.	[pr] has been named The Honoured Artist of Ukraine in 2009 by President of Ukraine, in recognition of [pr] dedication as the main soloist of the State Ensemble of songs and dance of the Ministry of Internal Affairs of Ukraine.	Sie wurde 2009 vom Präsidenten der Ukraine zur Verdienten Künstlerin der Ukraine ernannt, in Anerkennung ihres Engagements als Hauptsolistin des Staatsensembles für Lieder und Tanz des Innenministeriums der Ukraine.
Christopher Ifekandu Okigbo (16 August 1932 – 1967) was a Nigerian poet, teacher, and librarian, who died fighting for the independence of Biafra. Okigbo was born on 16 August 1932, in the town of Ojoto, about 10 miles (16 km) from the city of Onitsha in Anambra State.	[pr] is today widely acknowledged as an outstanding postcolonial English-language African poet and one of the major modernist writers of the 20th century.	Heute ist er gemeinhin bekannt als außerordentlicher postkolonialer afrikanischer Dichter der englischen Sprache und als einer der größten modernistischen Schriftsteller des 20. Jahrhunderts.
He also co-chaired the African Union's high level panel for Biotechnology (2006) and again for Science, Technology and Innovation (STI) in 2012-2013, and was a member of the ICANN Panel for the review of the internet future (2013). Ismail Serageldin (/ˈsɛrəɡɛldɪn/; born 1944 in Giza, Egypt), Founding Director of the Bibliotheca Alexandrina (BA), the new Library of Alexandria, inaugurated in 2002, is currently, Emeritus Librarian, and member of the Board of Trustees of the Library of Alexandria.	Before that [pr] notably co-chaired the Inter-Academy Panel on Capacity Building for Science in (2003-2004) and was a member of the High Level group for the Alliance of Civilizations convened by the Secretary General of the United Nations (2006-2007).	Davor war er insbesondere Mitvorsitzender des Inter-Academy-Gremiums für den Aufbau wissenschaftlicher Kapazitäten (2003–2004) sowie Mitglied der hochrangigen Gruppe für die Allianz der Zivilisationen, die vom Generalsekretär der Vereinten Nationen einberufen wurde (2006–2007).
