src	trg	src_ctx	gender
We can talk about it later.	On en reparlera plus tard, mais pour le moment...	What have you been doing? - I found a strange guy. - We're busy. Give us a hand. - I'm pretty tired. - I'll retire as a Trainer.	 
I put it back.	Je l'ai remis.	- Don't cry. - All right. - - He didn't do it. - He's covering for me. - The money's there.	 
- To use it as a weapon.	- Comme arme.	Obviously more than just a reentry capsule came down. - The nuclear battery was probably inside the service module. which is supposed to be ejected and left in space but it wasn't, the whole thing reentered. - - Could that have been intentional? - Could that have been done intentionally? I don't follow. - Why would somebody do that?	 
You can call it whatever you want.	Vous pouvez l'appeler comme vous le souhaitez.	No, not yet. - Why don't you let me buy you a drink or take you out to dinner just to say thank you. - - You mean like a date? - - Does it sound like a date? - Kinda.	 
They actually in the middle of checking it out right now.	Ils sont entrain de l'analyser.	- What name is it under? - The guy's name was Moltoy... - Yeah! - Henry Moltoy. - Sign me in so I can take a look at it, will you?	 
Then wipe it clean - rubbing hard.	Puis essuyez-la bien, en frottant fort.	That leaves no impression. - How many such surfaces can you see in this room? - Well, including the windowsill... four. - Seven. - This is often easiest.	 
- Let's get it in for a ballistics test.	Faisons une étude balistique.	"Cause of death: massive blood loss due to trauma from a bullet which pierced the abdomen, .38-calibre." - .38? - Did you say.38? - - Why? - Is that something? - This guy Calvert owns a.38.	 
You should use it more often.	Vous devriez vous en servir plus souvent.	So, at the end of the day, it's about results. - All the good intentions in the world aren't going to save the planet. - Just a thought. - It was nice meeting you. - By the way, you have a great smile.	 
I could not use it even if I...	Je ne pourrais pas l'utiliser même si je...	She was alone, wounded, adrift in a Prowler, in an advanced state of heat delirium. - - Had I not found her... - - How did you find her? - I was looking... for all of you. - Get it through your head, Scorpius... you will never get the wormhole tech from me.	 
But it really depends on you.	Mais ça ne dépend que de toi.	You must have strength. - Go to the secret compound. - Tien, you must not crawl. - Do not hesitate. - Your destiny has been written, my good warrior.	 
- It was great.	C'était génial.	- No time to chat. - Mom,I'm really tired. - I should just get some sleep. - Look,it- - It was fine,Mom. - It was-	 
We are going to exchange it for the original.	On va la mettre à la place de l'original.	We are going to put it in the museum. - Close you mouth, my dear fellow. - Thank you. - Miss Lipp made the copy. - Isn't she clever?	 
There's no harm checking it out.	Il n'y a pas de mal à vérifier.	What did Homeland Security say? - Keller wouldn't talk to them. - He insisted he would only talk to you. - Neal's right. - I seriously doubt he has any real information.	 
I'll help you obtain it before she does.	Je vous aiderai à l'obtenir avant elle.	I'll help you if you promise to take me along. - How are you going to help us get home? - The ashes will open a portal, but to find your land, she needs more. - There's an enchanted compass. - Cora seeks it.	 
I want to hear it again.	- Répète-le encore.	Okay. - Now! - Thanks. - So you missed me? - Yes, I already told you that.	 
Yes, I had sex with Bill. And since every one of y'all's too chicken to ask, it was great.	Oui, j'ai couché avec Bill, et puisque tout le monde a la trouille de demander, c'était génial.	I need two more pitchers of Bud. - Keep your hands to yourself, Sam Merlotte. - - You have no right to touch me. - - You're a damn fool, you know that? - What I do on my own time is no concern of yours or any of y'all's.	 
It makes no sense to manage it separately.	Ce n'est pas logique de le gérer séparément.	"Lie"... is so unmusical a word. - I want you to review the evidence honestly and without bias. - Even to ease suffering, I could never justify telling an outright lie. - Have we NOTHING in common? - It's badly run.	 
Or were you trying to move it up again?	ou tu essais de l'avancer de nouveau?	You're good, right? - Yeah, and thanks. - You're welcome. - Okay. - A little early for the vote, aren't you?	 
It was great.	C'était incroyable.	- No. It was terrible. - You won't tell me? - Why don't you come here? - Sit here, by my side. - I, by contrast, had a beautiful dream.	 
I was gonna say if you got a title, I can look it up.	Si vous avez un titre, je peux le chercher.	- Not really. - All right, just let me know. - Do you have a title, miss? - No, not... - I'm just...	 
We gotta break it off into doses.	On doit la diviser en doses.	I don't know who. - Didn't tell you. - Yeah. - That was eight. - So that's the 10th in there.	 
I couldn't have done it without you. I learned from the best.	- J'ai appris avec le meilleur.	Excuse me, Mr. Hill. Mr. Kirschenbaum's car is downstairs and your 2:00 is waiting. - Thanks, Esmeralda. - -I'll walk you out, Jon. -Great. - You're doing well. - I'm very proud of you.	 
And you mustn't take it personally.	Et vous savez, ne le prenez pas personnellement.	Uh, she's at the bar, sir. - Can I help? The east drawing room. - Unlock the door, put the tray on the table, lock the door again. - ED: - I'm sorry, Miss Tate I tried, but he won't see you.	 
Well, I don't know. I'm trying to figure it out.	J'essaie de le deviner.	Bet you fuck a lot of actresses, huh? - Sorry, what is this supposed to be about again? - You. The type of guy you are. - - Things of that nature. - - How do you know what type of guy I am?	 
It doesn't feel right.	Ça me semble pas bien.	I keep... I wish that there was a... a guidebook for this. - My husband went back to work. - The men all do that. - Keep busy. - Don't have to think that way.	 
Well, I wanted to share it with you.	Je voulais le partager avec toi.	couldn't explain. - And I felt this rush, this crazy rush, and I didn't know what it was. - And then just now, it hit me. - It's happiness. - I can't remember the last time I felt happy, and I wanted to share it with someone.	 
- It doesn't feel right.	- Ca ne me parait pas bien	What people? - - In front of Doose's. - - Ah, Doose's. - We shouldn't flaunt it. - - But I want to flaunt it.	 
This is not a normal thing and it should be discussed.	C'est pas ordinaire. Faut en parler.	. This is not normal, OK? - . I'm not saying no, but I have to think it over, because the Chosen One thing... - too far. - - Could you leave us for a moment? - - Yes, you talk it over.	 
Laminate it, so a lady can read it in the tub.	plastifie-le, comme ça une femme peut le lire dans son bain.	It's saying that all women deserve to experience physical intimacy and explore their deepest, darkest fantasies. - Molly... - All right, it's a little porno, but... - I mean, it's written well, and-and there's some good life lessons in there, you know, between the orgies. - Hey, you want to make this a best-seller?	 
Anyway put it out of your mind.	Quoi qu'il en soit, oublie-la.	I have some experience with this. - Let me tell you something I've learned about life. - And this might not be easy to hear, but I need to say this, okay? - Are you ready? - Spouses are not necessarily a fixture of the schedule.	 
I shouldn't have left it in the kitchen.	J'aurais jamais dû la laisser traîner dans la cuisine.	And then he bites you on the neck, not super hard, just on the brink between pleasure and pain. - And then that Danish slut Nadia bursts in... - You can't wait. - His groin will heal and then before you know it, you'll be marrying a man who once ate a vanilla-scented candle! - That was on me.	 
I'm introducing it at tomorrow's runway show.	Je la présente au défilé de demain.	Let's keep this strictly professional. - If you insist. - You look amazing! - Ah, I feel like I'm sending you off to prom. - Hopefully it won't end like my last prom, with me puking out the back of Jimmy Figgerito's van.	 
But before we can build it we have to dream it.	Mais avant de les voir s'incarner, nous devons les rêver.	My father had a saying: - "Tomorrow is one dream away." - Sentimental words, I know, but they stayed with me... even after my parents were killed. - Rather than focus on the demons, on the darkness, on all that's wrong with Gotham... something I've been guilty of for too many years... it's time to focus on how exceptional this city is. And how much better it can be... - will be... tomorrow.	 
How long will it take?	Ça prendra longtemps ?	And it's ticking. - I wonder where it came from. - Probably someone's listening to it. - Will it hurt me? - No, of course not.	 
