src	trg	src_ctx	gender
Better she should see it ..	Mejor deberíamos verla a ella..	In the middle of the night where they do not know anyone .. - Never talk to the team ... - do not seem to be one .. - We know some machines ... are a threat ... - So ..	feminine
When you look at it, it changes, it reacts.	Al mirarla, cambia, reacciona.	-Funny! - -That's fucked. - He's a quantum physicist. - He's telling me about uncertainty. - You never know what a molecule is doing.	feminine
-Can someone pick it up?	-¿Puedo mandar a alguien a recogerla?	-Finding its way. - We have a few things to do, like finish it. - Great. How is it? - -Can I speak with her? - -No, Dave.	feminine
You must see it as soon as possible.	Debes ir a verla cuanto antes.	The accuser demands the death penalty. - Socrates. - Socrates. - So, what makes you run so early in the morning? - An accusation against you has been posted to the door of the Archon palace.	feminine
I couldn't ignore it if I tried.	No podría ignorarla si lo intentase.	I'm not sure I haven't. - Don't doubt yourself. - - I've seen so much. - - And you'll see more. - You have a responsibility that you cannot ignore.	feminine
Try not to put it in the couch.	Trata de no meterla en el sofá.	You hit this, you get what you want. - But don't say I didn't warn you, pal. - How bad do you want it, Couch? - Let's go, Moran! - Yeah, Couch.	feminine
Looks like an amateur tried to break it open.	Parece que un amateur intentó forzarla.	The business wagon was broken into last night, and Mr. Macy wants you there right away. - More trouble for poor Mr. Gaines. - Trouble rain on man already wet. - Excuse, please. - Excuse.	feminine
Feel like tossing it over?	- ¿Quieres lanzarla hacia aquí?	Please... Come on in. - There's plenty of room for all of us. - I'd rather poke my eyes out. - Mmm, they're such pretty eyes. - We're here for the moonstone.	feminine
Gonna move it out to the woods.	Tendré que llevarla al bosque.	Yeah. - Calms them down. - Everyone tells me I probably should just spray the hives with poison, but what can I say? - I find them interesting. - This one's getting a little big, though.	feminine
# It took an hour # To prise it off and get inside	Tomo una hora cruzarla y entrar	Hey, Rents. - 'Begbie settled in in no time at all.' - I've no fucking cigarettes. - Aye, right. - # Till someone said, "I know this place"	feminine
Together we can take it back.	Juntos podemos recuperarla.	Really? - Word's everywhere, pal. - There is no more Monroe Republic. - No. - You and me.	feminine
install it tonight when he's asleep.	Instálalo esta noche cuando duerma.	Well, if i knew, i wouldn't need that stupid thing, would i? - Chandra would have kittens if he found out. - He's not gonna find out, is he? - Well, not from me. - They can tear off my fingernails, i won't talk.	feminine
Then how do you attempt to identify it as such?	- ¿Y cómo se atreve a identificarla?	I bought these clothes off a woman. - My lord, as this poor woman has no counsel, will you permit me as amicus curiae to ask Mr Yardley a thing or two? - Very well. - Did you ever try this key you say opens the prosecutor's door? - No.	feminine
You've got to make it right now.	Y tienes que tomarla ahora mismo.	Listen to me and you listen good. - Now, that thing out there... you ever taken one down? - I have. - That's what I do. - Only you got to make a decision.	feminine
I wanted to build it myself.	Deseaba levantarla yo solo.	You see, all my life, I wanted to really build something. - Maybe if I had had an education I would have been an architect or an engineer - throw the Golden Gate Bridge across San Francisco Bay. - And even maybe build a rocket ship to Venus. - I'm not getting through to you. - Well, the chapel is being built and that's all that matters.	feminine
I must have left it at the office.	Debí dejarla en mi oficina.	Something embarrassing happened. - I seem to have lost my wallet. - - You can't pay? - - Oh, no. - I can pay.	feminine
- Maybe I can find it for you.	- Quizá pueda encontrarla.	Ping! - Mr Chow, is Mr Koo in? - He's out... - Forgot to buy the paper again? - - That's right, I'll stop by later.	feminine
And perform it for the masses!	¡E interpretarla para las masas!	Oh, I don't know. - She was pretty messed up after Mayer. - That's it. - I should write my own breakup song. - I need to express my totally unique and once-in-a-lifetime pain.	feminine
If there were some means of getting it back?	¿Si hubiera algún medio de recuperarla?	But you know... - Is there... nothing... absolutely nothing... that you remember? - Nobody... - Not even one person... No. - And what if someone suggested a way of getting your memory back?	feminine
We learned how to use it in order to hunt it.	Aprendimos como usarla para cazarla.	He cut the thread of fate, but he didn't re-weave it. - Now the fabric of history is frayed. - You're skipping from thread to thread. - Each one another possible path history could have taken. - What's with all the magic?	feminine
Yes, we'll have to get it cleaned up.	Sí, tendremos que limpiarla.	A lonely place for a grave. - We'll have to get it cleaned up before we leave. - Schaffner and Becht. - Fever got them. - I was young Stemme's age then, in charge of the burial party.	feminine
- Only we can get it back.	- Sólo nosotros podemos recuperarla.	Hey, handsome. - Nicole, this is my mother. - A pleasure to meet you, Mrs. Carsen. - No, no, the pleasure is mine. - The Deadly Scorpion League has found H.G. Wells'time machine.	feminine
If I could take it back, I would.	Si pudiera retirarla, lo haría.	Yeah, yeah. You've heard of beer-lates? - What are you doing here? - Just pulling a paycheck, eating my feelings, watching my dreams die, oh, getting a 45% off discount on expired booze, which helps me on my quest to drink my youth away, which I am also doing. - Val, I am so sorry. - I wish I'd never written that essay.	feminine
Are you going to pass it or fail it?	¿Piensas pasarla o fallarla?	- Yeah, you don't know that. - - They weren't caught in Bande a part. - - And if we beat their record-- - - Go get Papa's stopwatch. - Matthew, this is a test.	feminine
I'd like to make it up.	Quisiera compensarla por eso.	Anything I can do? - You've already saved my life. - What can I do for you? - I want to apologize for yesterday. - I shouldn't have taken that call.	feminine
So I thought we'd celebrate it now.	Así que pensamos en celebrarla ahora.	How are things? - Let's go inside. - - You shouldn't have. - - Why is the table set for Christmas? - - We won't spend Christmas together.	feminine
That is, if you want it locked anymore.	Si es que quieres cerrarla con seguro.	Feeling better? - Yeah. - Good. - But please don't think this was anything special. - And don't forget to lock the door.	feminine
Well, I guess we will have to forget about it this year.	Creo que todos tendremos que olvidarla.	Did you guys have any luck? - - No. - - That's it. - I ain't walked this much since my last visit to Wal-Mart. - With all the excitement of the shipwreck and everything I guess I just forgot all about Christmas.	feminine
You can take it anywhere you want.	Puedes llevarla a donde quieras.	Excuse me? - What? - You don't feel left out? - That's not a carpet cleaning van, is it? - You know what's great about an office on wheels?	feminine
And I ain't giving it up for no one.	Y no voy a abandonarla por nadie.	The places we travel ain't nowhere I wanna see. - We're broke, hungry, your car smells like shit for some reason, and I'm tired of it. - All right, first of all, I do not know what that smell is. - And second of all... this is me, baby. - I'm living the life of the King.	feminine
It should help you fight it off.	Debe ayudarle a combatirla.	"There are wars and rumors of wars, - "but be not troubled for these things must pass." - Oh... - Shut up! - I'm gonna give you two amoxicillins.	feminine
She must take it for three weeks.	Debe tomarla por 3 semanas.	Starting tonight. - Bye. - - Hi. - - Hi. - There's Stromba in the box marked with a cross.	feminine
I wanted to touch it while we were dining.	Quería tocarla mientras cenábamos.	- Really? - Isn't the aroma really nice? - Where are the napkins? - My heart won't stop beating. - I like your hand.	feminine
I love this library, and they're taking it away.	Adoro esta biblioteca, y van quitarla.	But these are good issues to discuss with your parents in what I'm sure will be an uncomfortable ride home. - Tough crowd. - Who picked this book? - Yeah, but the moral was so sweet. - Oh, that's ludicrous.	feminine
I guess we could give it a try.	Supongo que podemos probarla.	Open it. - Maria made one last-ditch effort... to give Samantha what she thought she needed. - You bought me a strap-on? - Samantha was touched. - Since she couldn't bring herself to admit... she wasn't capable of being in a relationship... she simply said:	feminine
We coulda tracked it to Gonzales.	Podríamos relacionarla con Gonzales.	Hey, Sarge. - We got somethin' over here. - Fantastic. - Fantastic. - Good work.	feminine
I seek not to claim it my own.	No busco reclamarla para mí.	Heracleo spoke the truth, at least upon one subject. - You are not the man one expects. - Apologies. - Share drink, and see them accepted. - My cup is spoken for.	feminine
