src	trg	src_ctx	gender
If you want it so damn bad, come and get the stuff.	Wenn du es so dringend willst, dann komm und hol es dir.	McQ, I'll purchase it from you. - 25 cents on the dollar. - 50 cents. - Now, that's fair. - Come, now. Let's stop the nonsense... shake hands on an agreement.	 
I hope I never hear it again.	Ich hoffe das ich es nie mehr höre.	- You must be very happy, Lady Barker. - - I am. - Don't be afraid. - I won't play it. - I shall never play it.	 
Step out of the goddamn car, Chlo. I'm not gonna say it again.	Steig aus dem verdammten Wagen, ich sag's nicht noch mal!	Turn off your engine. - Turn off your engine. - Step out of the goddamn vehicle, Chlo. - You let him come to us. - I will take care of it.	 
Thanks for a lovely evening. It was great. I mean that.	Danke für den schönen Abend, wirklich.	We'll go to my club. - But I must finish these letters first. - Here's the address, in case you've forgotten it. - How will it be if we meet there 'round about 7:30? - Fine.	 
- Yes, yes, she did. But it felt good to get it off my chest.	Aber es hat sich gut angefühlt, es loszuwerden.	- I told Gretchen who I really am. - I was tired of living a lie. - Sneaking around, being dishonest. - I'm better than that. - - She caught you.	 
I mean, it still needs to be tweaked and tuned.	Das muss noch abgestimmt werden.	Great, no? - No. - - N-N-No? - - No. - Well, it's, uh-it's just an initial proposal.	 
Joey, I really appreciate everything you've done for us, and I couldn't have done it without you.	Joey, ich weiß zu schätzen, was du alles für uns getan hast, und ohne dich hätte ich es nicht geschafft.	I always have. - You know that. - I wanna see if we could be a family. - You have a family. - I'm your family.	 
It must be doing well. We can never seem to get a r... a reservation.	Es muss ganz hervorragend laufen, da wir offenbar nie einen freien Tisch bekommen.	Oh. I just opened one nearby. - Oh, my gosh. - Are you that Amelia? - Mm-Hmm. Oh, my gosh! - We've heard wonderful things about the restaurant.	 
We're gonna use it to make a cure.	Wir werden es benutzen, um ein Heilmittel herzustellen.	Roy, you're dangerous. - Some people are broken. - I'm not letting what happened to Slade happen to Roy. - Is that what I think it is? - Mirakuru.	 
It was great.	Es war klasse.	That was excellent,Annie. - How would you like to put down the paintbrush d d join the chorus? - I would so love to. - Thank you! - Thank you so much.	 
- No! We cannot let it go, never.	Wir können sie nicht laufen lassen.	I only came to see what had happened with you and somebody struck the head to me. - We must leave here, we go. - - To! - She knows too much! We cannot trust in her, Richard. - It fled once and it will return to do it. - - It will go with the police!	 
Is there any way I can make it up to you?	Kann ich das wiedergutmachen?	I'm Officer O'Malley. - This is my best friend and partner, Officer Chang. - Best friend, huh, and partner? - Oh, I wish I could say the same. - Listen, I'm kind of embarrassed about this.	 
Want a bazooka to finish it off?	Willst´ ne Bazooka zum beenden haben?	Fork, go get him. - Velja, too. - Veljaaa! - -We're not deaf, you moron! - You really have a closet-phobia, Kid!	 
She said we had to end it now.	Sie meinte, dass wir es jetzt beenden müssten.	It was always business for us. - Soon as we realized we were both playing rich I shared my plans with her, she shared her society connections. - When we hit our number, I was gonna disappear and she was gonna stay behind and just be another rich society gal that I took advantage of. - When you called me this morning she thought you made me. - Yeah.	 
Oh, it was great.	Oh, es war toll.	That's amazing! - I mean, I'll miss you, but what a great opportunity. - It's a beautiful country, gorgeous women, one step closer to having this house to myself. - Yeah, the only thing I'm worried about is, they still haven't found Godzilla. - How-how was the party?	 
How long will it take?	(Maleschitz:) Wie lange brauchen Sie noch?	I think she had a gray outfit. - We'll find something. - We're doing it here. - Where? - -In the bedroom.	 
I'm not going to say it again.	Ich sag's nicht noch mal.	"through the rippling surface of the cool shallows" "and down to its stone floor." - "My people once were led by a great and noble beast" "and I no longer see his face in this reflection.'" - "Meanwhile, on the Plains of Tabitha, Francine rested." - "There would be another time for war." - Suzy! Dinner!	 
I can't seem to find it on the map.	Ich kann es auf der Karte nicht finden.	-Okay. - Jimmy, we need a ham and cheese on white. - Hi. - I just wanna pay for the gas. - And can you tell me the best way to get to Silent Hill?	 
- What's it about?	- Was steht drin?	Where are you going? - Away. - We could still make it. - Open the door. - Look at this.	 
Put it back.	Stell es zurück.	I realize this is probably a rhetorical question-- why are you stealing my stuff? - Hey, House. - I heard you're on short time. - You won't need this. - You heard about my parole, but not about my violent reactions when people steal my tuna.	 
- I thought you were going to cry there. - Yeah, I didn't feel it and I wasn't going to push it.	- Ja, ich habe es nicht so gefühlt... und wollte es nicht erzwingen.	I'll start. - "Charlie, I've always trusted you as a therapist," - "but lately, you've been drinking and irresponsible and letting me down." - "Since you won't help yourself," - "you've forced us to help you."	 
Shut it down!	Schalten sie es ab!	Help! - Hey! - Shut it down. - No. - I am not gonna ask you again.	 
I can feel it in my head!	Ich kann es in meinem Kopf spüren!	Stop! - You must let them take me! - Do not give in to their base aggression. - Anne's right! - He's lying!	 
I thought it might come up.	Ich dachte es würde vielleicht entstehen.	Hey, sis. - Hey, sis, um... do you know how to tango? - No, why? - Oh, no reason. - I just, I have a date tonight.	 
I can't turn it off.	Ich kann es nicht abstellen.	Elijah. - Thank you. - What is it you see when you go away like that? - Things I've done, images of who I was. - Another gift from mother.	 
Well, you should fix one for yourself too, because I couldn't have done it without you.	Nun, dann solltest du dir auch einen machen, weil ohne dich, hätte ich es nicht gekonnt.	- Mm-hmm. - - That's amazing! - - Yeah. - Oh, I love you. - I'm gonna fix you a drink to celebrate.	 
They're sending somebody down to pick it up.	Sie schicken jemanden, der es abholt.	Do you have any questions? - Yeah. - You got any mascara? - Holy shit, we can't store that thing. - Don't worry about it.	 
I had to see it with my own eyes.	Ich musste es mit meinen eigenen Augen sehen.	Is that all? Seems like a lot. - It is. - It was all over the news. - Three days later, I packed a bag, hop on the bike, - Drove to L.a., straight through. I had to know.	 
I can't accept he's dead and leave it at that.	Wir können ihn nicht einfach für tot erklären.	No. - No! - Captain's log, supplemental. - Close-range sensor analysis has yielded no further trace of Data. - Despite repercussions among my crew, I must move this mission forward.	 
- It was great.	- Es war toll.	Listen, baby, as soon I... - - Don't tie that thing up all day. - - Luther, who's gonna call you? - Scrambled with sausage, home fries and a gun to shoot that bitch on three. - - How was your weekend?	 
You were too young to understand what it was like.	Seid viel zu jung, um zu verstehen, wie es wirklich war.	Nobody wants these dreadful trials anymore. - It upsets people. - People shouldn't be upset by the truth. - What is the truth? - What do you young people really know?	 
It was great.	Konzert, das war klasse.	Shall we call police? - Got 50F? - Come on. - You first. - Ok, first, the concert...	 
It'll be like all our voices calling out to her.	Es wird sein, als würden all unsere Stimmen zu ihr rufen.	For the shower tomorrow. It's a memory lantern. - For your mother-- you write the name of your ancestor on it, then you light it and launch it into the sky to invite their spirit to visit. - You're the bride, you should write her name. - You know, Mom never taught me calligraphy, she was too busy doing other things. - Well, we'll all do it together.	 
- I can't take it anymore. - Really!	- Ich halte das nicht mehr aus.	If you're out here, who's that in there? - Her name's Rosanna. - [Ferdinand] Why Rosanna? - - She had such a beautiful nature. - - Oh, Ferdinand.	 
Don't take it personally.	Nehmen Sie das nicht persönlich.	By tuesday, I could describe you in dutch. - Put them on. - She was right. - They do look good. - You're what they call a "pinched ovoid".	 
Let's keep it that way.	Belassen wir es dabei.	Nah if you're right, we're gonna look like the biggest bunch of pussies in New York - What do you want me to do? - I want Kick-Ass' fuckin' head on a stick. And I want it now. - I didn't say anything, to anyone, I swear! - Good move. Ass, Kick.	 
He was going to take it to the Bakery.	Er sollte es in die Bäckerei bringen.	Toti! Too soft? - Either that, or he's stabbing us in the back. - Do you remember that 100% pure Peruvian coke? - It arrived the other day. - Only Toti and I knew about it.	 
We can talk about it later.	Wir können später reden.	Zombies. - All right, everybody. - Time to go. You four, I want you to grab all the food and weapons you can find. Load them in that truck. - The keys are still inside. - Hey! We haven't talked about this.	 
You can hear it if you choose.	Du kannst sie hören, wenn du es willst.	I know. I know... - Drink... - Good... - What's in that stuff? - The voice of Barsoom.	 
We'll keep it as a souvenir.	Wir werden ihn als Souvenir behalten.	MAN: Hits, 92 percent. - Take it through again, Smitty. - - Look. - - It's only a dead dud. - Don't throw it away.	 
It's still there, bro'. Here, I can get it for you.	Es ist noch da, Kumpel.	Hey, let go of my shoe! - Give me my shoe! - I wrote to management two weeks ago about these friggin' bumpers. - Is that dogshit, dude? - Oh, you got something on your...	 
